DOI,Title,year,Abstract,semantic_scholar_id,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
10.3390/epigenomes8020014,Unveiling Gene Interactions in Alzheimer’s Disease by Integrating Genetic and Epigenetic Data with a Network-Based Approach,2024.0,"Alzheimer's Disease (AD) is a complex disease and the leading cause of dementia 
       and DNA methylation were research hotspots. Disease and causal variants were 
       research fronts. CONCLUSION: The most frequently studied AD pathogenesis and 
       research hotspots are (1) Aβ and tau, (2) immunity and microglia, with TREM2 as a 
       potential immunotherapy target, and (3) DNA methylation. The research fronts are 
       (1) looking for genetic similarities between AD and other neurological diseases 
       and syndromes, and (2) searching for causal variants of AD. These hotspots 
       suggest noteworthy directions for future studies on AD pathogenesis and genetics, 
       in which basic research regarding immunity is promising for clinical conversion. 
       The current under-researched directions are (1) GWAS in AD biomarkers based on 
       large sample sizes, (2) studies of causal variants of AD, and (3) GWAS in AD 
       based on non-European populations, which need to be strengthened in the future.",c78f081dfdcfbe300390e787333d3d37ff5afea8,https://www.semanticscholar.org/paper/c78f081dfdcfbe300390e787333d3d37ff5afea8,38094504,PMC10716290,background,False,Frontiers in aging neuroscience,101525824
10.1007/s00429-023-02731-x,"Multivariate investigation of aging in mouse models expressing the Alzheimer’s protective APOE2 allele: integrating cognitive metrics, brain imaging, and blood transcriptomics",2023.0,"APOE allelic variation is critical in brain aging and Alzheimer's disease (AD). 
       The APOE2 allele associated with cognitive resilience and neuroprotection against 
       AD remains understudied. We employed a multipronged approach to characterize the 
       transition from middle to old age in mice with APOE2 allele, using behavioral 
       assessments, image-derived morphometry and diffusion metrics, structural 
       connectomics, and blood transcriptomics. We used sparse multiple canonical 
       correlation analyses (SMCCA) for integrative modeling, and graph neural network 
       predictions. Our results revealed brain sub-networks associated with biological 
       traits, cognitive markers, and gene expression. The cingulate cortex emerged as a 
       critical region, demonstrating age-associated atrophy and diffusion changes, with 
       higher fractional anisotropy in males and middle-aged subjects. Somatosensory and 
       olfactory regions were consistently highlighted, indicating age-related atrophy 
       and sex differences. The hippocampus exhibited significant volumetric changes 
       with age, with differences between males and females in CA3 and CA1 regions. 
       SMCCA underscored changes in the cingulate cortex, somatosensory cortex, 
       olfactory regions, and hippocampus in relation to cognition and blood-based gene 
       expression. Our integrative modeling in aging APOE2 carriers revealed a central 
       role for changes in gene pathways involved in localization and the negative 
       regulation of cellular processes. Our results support an important role of the 
       immune system and response to stress. This integrative approach offers novel 
       insights into the complex interplay among brain connectivity, aging, and sex. Our 
       study provides a foundation for understanding the impact of APOE2 allele on brain 
       aging, the potential for detecting associated changes in blood markers, and 
       revealing novel therapeutic intervention targets.",c523aca3cba31771bebe6e5d84bd19c70c7dee4f,https://www.semanticscholar.org/paper/c523aca3cba31771bebe6e5d84bd19c70c7dee4f,38091051,PMC11082910,,False,Brain structure & function,101282001
10.1159/000535131,Brain Lipids and Lipid Droplet Dysregulation in Alzheimer’s Disease and Neuropsychiatric Disorders,2023.0,"BACKGROUND: Lipids are essential components of the structure and for the function 
       of brain cells. The intricate balance of lipids, including phospholipids, 
       glycolipids, cholesterol, cholesterol ester, and triglycerides, is crucial for 
       maintaining normal brain function. The roles of lipids and lipid droplets and 
       their relevance to neurodegenerative and neuropsychiatric disorders (NPDs) remain 
       largely unknown. SUMMARY: Here, we reviewed the basic role of lipid components as 
       well as a specific lipid organelle, lipid droplets, in brain function, 
       highlighting the potential impact of altered lipid metabolism in the pathogenesis 
       of Alzheimer's disease (AD) and NDPs. KEY MESSAGES: Brain lipid dysregulation 
       plays a pivotal role in the pathogenesis and progression of neurodegenerative and 
       NPDs including AD and schizophrenia. Understanding the cell type-specific 
       mechanisms of lipid dysregulation in these diseases is crucial for identifying 
       better diagnostic biomarkers and for developing therapeutic strategies aiming at 
       restoring lipid homeostasis.",542c89b1013ab065569e26adadba29c31d3f249c,https://www.semanticscholar.org/paper/542c89b1013ab065569e26adadba29c31d3f249c,38058955,PMC10697751,,False,Complex psychiatry,101764441
10.1002/alz.13569,Early‐life stress and amyloidosis in mice share pathogenic pathways involving synaptic mitochondria and lipid metabolism,2023.0,"INTRODUCTION: Early-life stress (ES) increases the risk for Alzheimer's disease 
       (AD). We and others have shown that ES aggravates amyloid-beta (Aβ) pathology and 
       promotes cognitive dysfunction in APP/PS1 mice, but underlying mechanisms remain 
       unclear. METHODS: We studied how ES affects the hippocampal synaptic proteome in 
       wild-type (WT) and APP/PS1 mice at early and late pathological stages, and 
       validated hits using electron microscopy and immunofluorescence. RESULTS: The 
       hippocampal synaptosomes of both ES-exposed WT and early-stage APP/PS1 mice 
       showed a relative decrease in actin dynamics-related proteins and a relative 
       increase in mitochondrial proteins. ES had minimal effects on older WT mice, 
       while strongly affecting the synaptic proteome of advanced stage APP/PS1 mice, 
       particularly the expression of astrocytic and mitochondrial proteins. DISCUSSION: 
       Our data show that ES and amyloidosis share pathogenic pathways involving 
       synaptic mitochondrial dysfunction and lipid metabolism, which may underlie the 
       observed impact of ES on the trajectory of AD.",09f0b55aa5e42f94f0b4858dce321eb532b69895,https://www.semanticscholar.org/paper/09f0b55aa5e42f94f0b4858dce321eb532b69895,38055782,PMC10984508,,False,Alzheimer's & dementia : the journal of the Alzheimer's Association,101231978
10.4103/1673-5374.387975,Sorl1 knockout inhibits expression of brain-derived neurotrophic factor: involvement in the development of late-onset Alzheimer's disease,2023.0,"Sortilin-related receptor 1 (SORL1) is a critical gene associated with late-onset 
       Alzheimer's disease. SORL1 contributes to the development and progression of this 
       neurodegenerative condition by affecting the transport and metabolism of 
       intracellular β-amyloid precursor protein. To better understand the underlying 
       mechanisms of SORL1 in the pathogenesis of late-onset Alzheimer's disease, in 
       this study, we established a mouse model of Sorl1 gene knockout using clustered 
       regularly interspaced short palindromic repeats-associated protein 9 technology. 
       We found that Sorl1-knockout mice displayed deficits in learning and memory. 
       Furthermore, the expression of brain-derived neurotrophic factor was 
